Instance,NumVariables,OriginalOrder,Method,Status,ReducedOrder,OrderRatio,Reduced,AuxiliaryLPTime,BasisTime,TotalTime
fastxgemm-n2r6s0t2,784,785,Affine FR,OPTIMAL,641,0.81656050955414,1,0.0223735,0.0518510833333333,0.0742245833333333
fastxgemm-n2r6s0t2,784,785,Partial FR (D),OPTIMAL,785,1,0,0.12152675,0.00100779166666667,0.122534541666667
fastxgemm-n2r6s0t2,784,785,Partial FR (DD),OPTIMAL,785,1,0,0.124012166666667,0.00085275,0.124864916666667
bg512142,792,793,Affine FR,OPTIMAL,543,0.684741488020177,1,0.0154775833333333,0.041511,0.0569885833333333
bg512142,792,793,Partial FR (D),OPTIMAL,793,1,0,0.11043525,0.000835583333333333,0.111270833333333
bg512142,792,793,Partial FR (DD),OPTIMAL,783,0.987389659520807,1,0.126087958333333,0.041041,0.167128958333333
gsvm2rl9,801,802,Affine FR,OPTIMAL,802,1,0,0.0281792083333333,0.00104379166666667,0.029223
gsvm2rl9,801,802,Partial FR (D),OPTIMAL,802,1,0,0.123959791666667,0.000888166666666667,0.124847958333333
gsvm2rl9,801,802,Partial FR (DD),OPTIMAL,802,1,0,0.127250791666667,0.00107533333333333,0.128326125
neos-3610051-istra,805,806,Affine FR,OPTIMAL,805,0.998759305210918,1,0.009521875,0.0537777083333333,0.0632995833333333
neos-3610051-istra,805,806,Partial FR (D),OPTIMAL,806,1,0,0.108472625,0.00114341666666667,0.109616041666667
neos-3610051-istra,805,806,Partial FR (DD),OPTIMAL,806,1,0,0.11167475,0.000980125,0.112654875
mine-166-5,830,831,Affine FR,OPTIMAL,831,1,0,0.0156289583333333,0.00106925,0.0166982083333333
mine-166-5,830,831,Partial FR (D),OPTIMAL,831,1,0,0.180404958333333,0.00089325,0.181298208333333
mine-166-5,830,831,Partial FR (DD),OPTIMAL,831,1,0,0.136909791666667,0.00110216666666667,0.138011958333333
qiu,840,841,Affine FR,OPTIMAL,709,0.843043995243757,1,0.0101389166666667,0.0496802916666667,0.0598192083333333
qiu,840,841,Partial FR (D),OPTIMAL,841,1,0,0.121705,0.000982041666666667,0.122687041666667
qiu,840,841,Partial FR (DD),OPTIMAL,841,1,0,0.12632925,0.00103575,0.127365
aflow30a,842,843,Affine FR,OPTIMAL,785,0.931198102016607,1,0.0217312916666667,0.080402,0.102133291666667
aflow30a,842,843,Partial FR (D),OPTIMAL,843,1,0,0.119254458333333,0.000911958333333333,0.120166416666667
aflow30a,842,843,Partial FR (DD),OPTIMAL,843,1,0,0.125862625,0.001094625,0.12695725
neos-3610173-itata,844,845,Affine FR,OPTIMAL,844,0.998816568047337,1,0.00902,0.0510830416666667,0.0601030416666667
neos-3610173-itata,844,845,Partial FR (D),OPTIMAL,845,1,0,0.117122458333333,0.00101108333333333,0.118133541666667
neos-3610173-itata,844,845,Partial FR (DD),OPTIMAL,845,1,0,0.121464916666667,0.000907875,0.122372791666667
neos-911970,888,889,Affine FR,OPTIMAL,854,0.960629921259842,1,0.00718025,0.116744416666667,0.123924666666667
neos-911970,888,889,Partial FR (D),OPTIMAL,889,1,0,0.133482541666667,0.00116145833333333,0.134644
neos-911970,888,889,Partial FR (DD),OPTIMAL,889,1,0,0.133409208333333,0.000993583333333333,0.134402791666667
mine-90-10,900,901,Affine FR,OPTIMAL,901,1,0,0.0127054583333333,0.001253,0.0139584583333333
mine-90-10,900,901,Partial FR (D),OPTIMAL,901,1,0,0.152270125,0.00117625,0.153446375
mine-90-10,900,901,Partial FR (DD),OPTIMAL,901,1,0,0.15017775,0.001054875,0.151232625
queens-30,900,901,Affine FR,OPTIMAL,901,1,0,0.0215931666666667,0.00110870833333333,0.022701875
queens-30,900,901,Partial FR (D),OPTIMAL,901,1,0,0.136164291666667,0.00109008333333333,0.137254375
queens-30,900,901,Partial FR (DD),OPTIMAL,901,1,0,0.146458666666667,0.00112970833333333,0.147588375
supportcase20,903,904,Affine FR,OPTIMAL,601,0.664823008849557,1,0.0447991666666667,0.06185125,0.106650416666667
supportcase20,903,904,Partial FR (D),OPTIMAL,904,1,0,0.176435333333333,0.00108354166666667,0.177518875
supportcase20,903,904,Partial FR (DD),OPTIMAL,904,1,0,0.17837425,0.001275,0.17964925
fastxgemm-n2r7s4t1,904,905,Affine FR,OPTIMAL,737,0.814364640883978,1,0.024213375,0.057864375,0.08207775
fastxgemm-n2r7s4t1,904,905,Partial FR (D),OPTIMAL,905,1,0,0.148931958333333,0.001136625,0.150068583333333
fastxgemm-n2r7s4t1,904,905,Partial FR (DD),OPTIMAL,905,1,0,0.153528458333333,0.00119779166666667,0.15472625
ponderthis0517-inf,975,976,Affine FR,OPTIMAL,899,0.921106557377049,1,0.0206247083333333,0.0670054583333333,0.0876301666666667
ponderthis0517-inf,975,976,Partial FR (D),OPTIMAL,976,1,0,0.194243416666667,0.00129108333333333,0.1955345
ponderthis0517-inf,975,976,Partial FR (DD),OPTIMAL,976,1,0,0.200521791666667,0.00137720833333333,0.201899
exp-1-500-5-5,990,991,Affine FR,OPTIMAL,741,0.747729566094854,1,0.0221298333333333,0.0839011666666667,0.106031
exp-1-500-5-5,990,991,Partial FR (D),OPTIMAL,991,1,0,0.176306583333333,0.0014695,0.177776083333333
exp-1-500-5-5,990,991,Partial FR (DD),OPTIMAL,991,1,0,0.186062666666667,0.00161766666666667,0.187680333333333
neos-4333596-skien,1005,1006,Affine FR,OPTIMAL,753,0.748508946322068,1,0.0315472916666667,0.077057,0.108604291666667
neos-4333596-skien,1005,1006,Partial FR (D),OPTIMAL,1006,1,0,0.193482375,0.00131770833333333,0.194800083333333
neos-4333596-skien,1005,1006,Partial FR (DD),OPTIMAL,1006,1,0,0.210151083333333,0.00145345833333333,0.211604541666667
cod105,1024,1025,Affine FR,OPTIMAL,1025,1,0,0.0145189166666667,0.00295908333333333,0.017478
cod105,1024,1025,Partial FR (D),OPTIMAL,1025,1,0,0.18496525,0.00135925,0.1863245
cod105,1024,1025,Partial FR (DD),OPTIMAL,1025,1,0,0.183087958333333,0.00153616666666667,0.184624125
sorrell3,1024,1025,Affine FR,OPTIMAL,1025,1,0,0.170655916666667,0.00156691666666667,0.172222833333333
sorrell3,1024,1025,Partial FR (D),OPTIMAL,1025,1,0,0.264255791666667,0.001703375,0.265959166666667
sorrell3,1024,1025,Partial FR (DD),OPTIMAL,1025,1,0,0.2734145,0.001388875,0.274803375
supportcase30,1024,1025,Affine FR,OPTIMAL,1021,0.99609756097561,1,0.0394614583333333,0.0711611666666667,0.110622625
supportcase30,1024,1025,Partial FR (D),OPTIMAL,1025,1,0,0.189616291666667,0.00131120833333333,0.1909275
supportcase30,1024,1025,Partial FR (DD),OPTIMAL,1025,1,0,0.192359666666667,0.00139641666666667,0.193756083333333
neos-807639,1030,1031,Affine FR,OPTIMAL,181,0.175557710960233,1,0.0322414583333333,0.0941228333333333,0.126364291666667
neos-807639,1030,1031,Partial FR (D),OPTIMAL,1031,1,0,0.1934395,0.00130554166666667,0.194745041666667
neos-807639,1030,1031,Partial FR (DD),OPTIMAL,1031,1,0,0.194151708333333,0.00139116666666667,0.195542875
pigeon-16,1072,1073,Affine FR,OPTIMAL,993,0.925442684063374,1,0.017026625,0.0902125833333333,0.107239208333333
pigeon-16,1072,1073,Partial FR (D),OPTIMAL,1073,1,0,0.213476291666667,0.00139720833333333,0.2148735
pigeon-16,1072,1073,Partial FR (DD),OPTIMAL,1073,1,0,0.212743625,0.00139608333333333,0.214139708333333
tr12-30,1080,1081,Affine FR,OPTIMAL,721,0.666975023126735,1,0.0396455,0.09630675,0.13595225
tr12-30,1080,1081,Partial FR (D),OPTIMAL,1081,1,0,0.211689166666667,0.00144370833333333,0.213132875
tr12-30,1080,1081,Partial FR (DD),OPTIMAL,1081,1,0,0.218471791666667,0.00186604166666667,0.220337833333333
berlin_5_8_0,1083,1084,Affine FR,OPTIMAL,989,0.912361623616236,1,0.0325919583333333,0.091062625,0.123654583333333
berlin_5_8_0,1083,1084,Partial FR (D),OPTIMAL,1084,1,0,0.258492041666667,0.00159295833333333,0.260085
berlin_5_8_0,1083,1084,Partial FR (DD),OPTIMAL,1084,1,0,0.296597833333333,0.00196008333333333,0.298557916666667
neos-631517,1090,1091,Affine FR,OPTIMAL,924,0.846929422548121,1,0.00790170833333333,0.0871830416666667,0.09508475
neos-631517,1090,1091,Partial FR (D),OPTIMAL,1091,1,0,0.209353375,0.00142879166666667,0.210782166666667
neos-631517,1090,1091,Partial FR (DD),OPTIMAL,1091,1,0,0.210616458333333,0.00147720833333333,0.212093666666667
neos-3118745-obra,1131,1132,Affine FR,OPTIMAL,1131,0.999116607773852,1,0.0186457083333333,0.0892920416666667,0.10793775
neos-3118745-obra,1131,1132,Partial FR (D),OPTIMAL,1132,1,0,0.214750083333333,0.00167791666666667,0.216428
neos-3118745-obra,1131,1132,Partial FR (DD),OPTIMAL,1132,1,0,0.211096875,0.00158954166666667,0.212686416666667
reblock115,1150,1151,Affine FR,OPTIMAL,1151,1,0,0.0116247083333333,0.00478629166666667,0.016411
reblock115,1150,1151,Partial FR (D),OPTIMAL,1151,1,0,0.249209041666667,0.00192083333333333,0.251129875
reblock115,1150,1151,Partial FR (DD),OPTIMAL,1151,1,0,0.24434775,0.00179420833333333,0.246141958333333
liu,1156,1157,Affine FR,OPTIMAL,1157,1,0,0.0192614166666667,0.00381420833333333,0.023075625
liu,1156,1157,Partial FR (D),OPTIMAL,1157,1,0,0.264825875,0.00197329166666667,0.266799166666667
liu,1156,1157,Partial FR (DD),OPTIMAL,1157,1,0,0.250641375,0.00188216666666667,0.252523541666667
neos-1396125,1161,1162,Affine FR,OPTIMAL,781,0.672117039586919,1,0.0304987083333333,0.11378175,0.144280458333333
neos-1396125,1161,1162,Partial FR (D),OPTIMAL,1162,1,0,0.276624041666667,0.00161425,0.278238291666667
neos-1396125,1161,1162,Partial FR (DD),OPTIMAL,1162,1,0,0.254371333333333,0.00171058333333333,0.256081916666667
gmu-35-40,1205,1206,Affine FR,OPTIMAL,1201,0.995854063018242,1,0.01181475,0.100617333333333,0.112432083333333
gmu-35-40,1205,1206,Partial FR (D),OPTIMAL,1206,1,0,0.271568041666667,0.00195204166666667,0.273520083333333
gmu-35-40,1205,1206,Partial FR (DD),OPTIMAL,1206,1,0,0.270797,0.00208608333333333,0.272883083333333
nexp-50-20-4-2,1225,1226,Affine FR,OPTIMAL,1205,0.982871125611745,1,0.0260110416666667,0.0832170416666667,0.109228083333333
nexp-50-20-4-2,1225,1226,Partial FR (D),OPTIMAL,1226,1,0,0.279113625,0.00199,0.281103625
nexp-50-20-4-2,1225,1226,Partial FR (DD),OPTIMAL,1226,1,0,0.278047875,0.00179020833333333,0.279838083333333
fiber,1298,1299,Affine FR,OPTIMAL,947,0.729022324865281,1,0.0245732083333333,0.118226333333333,0.142799541666667
fiber,1298,1299,Partial FR (D),OPTIMAL,1285,0.989222478829869,1,0.325644166666667,0.008077625,0.333721791666667
fiber,1298,1299,Partial FR (DD),OPTIMAL,1284,0.988452655889146,1,0.341120291666667,0.087917,0.429037291666667
hgms-det,1322,1323,Affine FR,OPTIMAL,784,0.592592592592593,1,0.07428625,0.122699375,0.196985625
hgms-det,1322,1323,Partial FR (D),OPTIMAL,1323,1,0,0.343948625,0.00247304166666667,0.346421666666667
hgms-det,1322,1323,Partial FR (DD),OPTIMAL,1300,0.982615268329554,1,0.34909,0.114115,0.463205
acc-tight5,1339,1340,Affine FR,OPTIMAL,442,0.329850746268657,1,0.378195958333333,0.124498041666667,0.502694
acc-tight5,1339,1340,Partial FR (D),OPTIMAL,1172,0.874626865671642,1,0.582307291666667,0.118219333333333,0.700526625
acc-tight5,1339,1340,Partial FR (DD),OPTIMAL,1172,0.874626865671642,1,0.631019125,0.122415791666667,0.753434916666667
khb05250,1350,1351,Affine FR,OPTIMAL,1225,0.906735751295337,1,0.0186916666666667,0.142682291666667,0.161373958333333
khb05250,1350,1351,Partial FR (D),OPTIMAL,1351,1,0,0.300031958333333,0.00241791666666667,0.302449875
khb05250,1350,1351,Partial FR (DD),OPTIMAL,1351,1,0,0.308226458333333,0.00229891666666667,0.310525375
opm2-z6-s1,1350,1351,Affine FR,OPTIMAL,1351,1,0,0.0319044166666667,0.00242591666666667,0.0343303333333333
opm2-z6-s1,1350,1351,Partial FR (D),OPTIMAL,1351,1,0,0.355894541666667,0.00246295833333333,0.3583575
opm2-z6-s1,1350,1351,Partial FR (DD),OPTIMAL,1351,1,0,0.346779833333333,0.00259420833333333,0.349374041666667
seymour,1372,1373,Affine FR,OPTIMAL,1256,0.914785142024763,1,0.0439714583333333,0.129203916666667,0.173175375
seymour,1372,1373,Partial FR (D),OPTIMAL,1373,1,0,0.337532708333333,0.00233375,0.339866458333333
seymour,1372,1373,Partial FR (DD),OPTIMAL,1256,0.914785142024763,1,0.345412125,0.142572,0.487984125
seymour1,1372,1373,Affine FR,OPTIMAL,1256,0.914785142024763,1,0.0442680833333333,0.128709541666667,0.172977625
seymour1,1372,1373,Partial FR (D),OPTIMAL,1373,1,0,0.409657666666667,0.00226966666666667,0.411927333333333
seymour1,1372,1373,Partial FR (DD),OPTIMAL,1294,0.942461762563729,1,0.428144708333333,0.111532583333333,0.539677291666667
neos-860300,1385,1386,Affine FR,OPTIMAL,1216,0.877344877344877,1,0.32882825,0.137783583333333,0.466611833333333
neos-860300,1385,1386,Partial FR (D),OPTIMAL,1234,0.89033189033189,1,0.51097625,0.00931429166666667,0.520290541666667
neos-860300,1385,1386,Partial FR (DD),OPTIMAL,1234,0.89033189033189,1,0.528797833333333,0.00805679166666667,0.536854625
neos-4650160-yukon,1412,1413,Affine FR,OPTIMAL,941,0.665958952583156,1,0.0461734166666667,0.137832833333333,0.18400625
neos-4650160-yukon,1412,1413,Partial FR (D),OPTIMAL,1413,1,0,0.35839875,0.00257966666666667,0.360978416666667
neos-4650160-yukon,1412,1413,Partial FR (DD),OPTIMAL,1413,1,0,0.367031333333333,0.00253245833333333,0.369563791666667
bppc4-08,1456,1457,Affine FR,OPTIMAL,1436,0.985586822237474,1,0.0200529583333333,0.151276375,0.171329333333333
bppc4-08,1456,1457,Partial FR (D),OPTIMAL,1457,1,0,0.387632666666667,0.00267225,0.390304916666667
bppc4-08,1456,1457,Partial FR (DD),OPTIMAL,1457,1,0,0.392262375,0.00287883333333333,0.395141208333333
neos-3627168-kasai,1462,1463,Affine FR,OPTIMAL,998,0.68215994531784,1,0.0154792083333333,0.150263833333333,0.165743041666667
neos-3627168-kasai,1462,1463,Partial FR (D),OPTIMAL,1463,1,0,0.370987833333333,0.00308775,0.374075583333333
neos-3627168-kasai,1462,1463,Partial FR (DD),OPTIMAL,1463,1,0,0.379457125,0.00286333333333333,0.382320458333333
g200x740,1480,1481,Affine FR,OPTIMAL,1282,0.865631330182309,1,0.027077,0.124776083333333,0.151853083333333
g200x740,1480,1481,Partial FR (D),OPTIMAL,1481,1,0,0.392573666666667,0.0029135,0.395487166666667
g200x740,1480,1481,Partial FR (DD),OPTIMAL,1481,1,0,0.396640083333333,0.00287808333333333,0.399518166666667
neos-4954672-berkel,1533,1534,Affine FR,OPTIMAL,1009,0.657757496740548,1,0.0169545416666667,0.153211375,0.170165916666667
neos-4954672-berkel,1533,1534,Partial FR (D),OPTIMAL,1534,1,0,0.395638166666667,0.00308891666666667,0.398727083333333
neos-4954672-berkel,1533,1534,Partial FR (DD),OPTIMAL,1534,1,0,0.50817825,0.00368125,0.5118595
csched008,1536,1537,Affine FR,OPTIMAL,1236,0.80416395575797,1,0.145140333333333,0.160485041666667,0.305625375
csched008,1536,1537,Partial FR (D),OPTIMAL,1537,1,0,0.557478833333333,0.003044,0.560522833333333
csched008,1536,1537,Partial FR (DD),OPTIMAL,1537,1,0,0.449354666666667,0.00307304166666667,0.452427708333333
pigeon-20,1580,1581,Affine FR,OPTIMAL,1481,0.936748893105629,1,0.0236792916666667,0.159657958333333,0.18333725
pigeon-20,1580,1581,Partial FR (D),OPTIMAL,1581,1,0,0.464480958333333,0.00338983333333333,0.467870791666667
pigeon-20,1580,1581,Partial FR (DD),OPTIMAL,1581,1,0,0.46063075,0.00367254166666667,0.464303291666667
f2gap201600,1600,1601,Affine FR,OPTIMAL,1601,1,0,0.132395416666667,0.008158375,0.140553791666667
f2gap201600,1600,1601,Partial FR (D),OPTIMAL,1601,1,0,0.564545916666667,0.003317875,0.567863791666667
f2gap201600,1600,1601,Partial FR (DD),OPTIMAL,1601,1,0,0.54332175,0.003554875,0.546876625
f2gap401600,1600,1601,Affine FR,OPTIMAL,1601,1,0,0.124858916666667,0.00362620833333333,0.128485125
f2gap401600,1600,1601,Partial FR (D),OPTIMAL,1601,1,0,0.527263125,0.003654625,0.53091775
f2gap401600,1600,1601,Partial FR (DD),OPTIMAL,1601,1,0,0.698261583333333,0.00368179166666667,0.701943375
f2gap801600,1600,1601,Affine FR,OPTIMAL,1601,1,0,0.151889166666667,0.00351058333333333,0.15539975
f2gap801600,1600,1601,Partial FR (D),OPTIMAL,1601,1,0,0.482318625,0.0036645,0.485983125
f2gap801600,1600,1601,Partial FR (DD),OPTIMAL,1601,1,0,0.667816833333333,0.00379029166666667,0.671607125
acc-tight2,1620,1621,Affine FR,OPTIMAL,1344,0.829117828500925,1,0.0218197083333333,0.1796065,0.201426208333333
acc-tight2,1620,1621,Partial FR (D),OPTIMAL,1621,1,0,0.810201583333333,0.00338941666666667,0.813591
acc-tight2,1620,1621,Partial FR (DD),OPTIMAL,1621,1,0,0.553857375,0.00355479166666667,0.557412166666667
acc-tight4,1620,1621,Affine FR,OPTIMAL,661,0.407772979642196,1,0.02609075,0.1803195,0.20641025
acc-tight4,1620,1621,Partial FR (D),OPTIMAL,1621,1,0,0.65391625,0.00338391666666667,0.657300166666667
acc-tight4,1620,1621,Partial FR (DD),OPTIMAL,1621,1,0,0.614583125,0.00384695833333333,0.618430083333333
ns1830653,1629,1630,Affine FR,OPTIMAL,562,0.34478527607362,1,0.127670208333333,0.181201458333333,0.308871666666667
ns1830653,1629,1630,Partial FR (D),OPTIMAL,780,0.478527607361963,1,0.56181525,0.0103879166666667,0.572203166666667
ns1830653,1629,1630,Partial FR (DD),OPTIMAL,755,0.46319018404908,1,0.606911958333333,0.188915666666667,0.795827625
reblock166,1660,1661,Affine FR,OPTIMAL,1661,1,0,0.0266543333333333,0.00752141666666667,0.03417575
reblock166,1660,1661,Partial FR (D),OPTIMAL,1661,1,0,0.498477166666667,0.00363945833333333,0.502116625
reblock166,1660,1661,Partial FR (DD),OPTIMAL,1661,1,0,0.4941485,0.00378779166666667,0.497936291666667
eva1aprime5x5opt,1712,1713,Affine FR,OPTIMAL,1409,0.822533566841798,1,0.334122416666667,0.193958041666667,0.528080458333333
eva1aprime5x5opt,1712,1713,Partial FR (D),OPTIMAL,1713,1,0,0.746994875,0.00385925,0.750854125
eva1aprime5x5opt,1712,1713,Partial FR (DD),OPTIMAL,1713,1,0,0.698391416666667,0.00390583333333333,0.70229725
bc,1751,1752,Affine FR,OPTIMAL,967,0.551940639269406,1,0.226905083333333,0.195593458333333,0.422498541666667
bc,1751,1752,Partial FR (D),OPTIMAL,1752,1,0,0.759354875,0.00448508333333333,0.763839958333333
bc,1751,1752,Partial FR (DD),OPTIMAL,1752,1,0,0.746894916666667,0.0044265,0.751321416666667
bc1,1751,1752,Affine FR,OPTIMAL,967,0.551940639269406,1,0.217990833333333,0.2227025,0.440693333333333
bc1,1751,1752,Partial FR (D),OPTIMAL,1752,1,0,0.693010875,0.00406,0.697070875
bc1,1751,1752,Partial FR (DD),OPTIMAL,1752,1,0,0.68424675,0.00439116666666667,0.688637916666667
csched007,1758,1759,Affine FR,OPTIMAL,1458,0.828880045480387,1,0.210487666666667,0.205173625,0.415661291666667
csched007,1758,1759,Partial FR (D),OPTIMAL,1759,1,0,0.816562583333333,0.00412883333333333,0.820691416666667
csched007,1758,1759,Partial FR (DD),OPTIMAL,1759,1,0,0.5781225,0.00384495833333333,0.581967458333333
csched010,1758,1759,Affine FR,OPTIMAL,1458,0.828880045480387,1,0.192398916666667,0.196436708333333,0.388835625
csched010,1758,1759,Partial FR (D),OPTIMAL,1759,1,0,0.737155541666667,0.00403366666666667,0.741189208333333
csched010,1758,1759,Partial FR (DD),OPTIMAL,1759,1,0,0.599342416666667,0.00393958333333333,0.603282
railway_8_1_0,1796,1797,Affine FR,OPTIMAL,1592,0.885920979410128,1,0.108457291666667,0.224320291666667,0.332777583333333
railway_8_1_0,1796,1797,Partial FR (D),OPTIMAL,1797,1,0,0.665366083333333,0.00439858333333333,0.669764666666667
railway_8_1_0,1796,1797,Partial FR (DD),OPTIMAL,1797,1,0,0.58542975,0.0050045,0.59043425
aligninq,1831,1832,Affine FR,OPTIMAL,1831,0.999454148471616,1,0.0284797083333333,0.00834829166666667,0.036828
aligninq,1831,1832,Partial FR (D),OPTIMAL,1832,1,0,0.577635791666667,0.00435708333333333,0.581992875
aligninq,1831,1832,Partial FR (DD),OPTIMAL,1832,1,0,0.591773875,0.00505345833333333,0.596827333333333
cvs08r139-94,1864,1865,Affine FR,OPTIMAL,1865,1,0,0.0102472916666667,0.0118846666666667,0.0221319583333333
cvs08r139-94,1864,1865,Partial FR (D),OPTIMAL,1865,1,0,0.593501958333333,0.00456470833333333,0.598066666666667
cvs08r139-94,1864,1865,Partial FR (DD),OPTIMAL,1865,1,0,0.589655083333333,0.00548595833333333,0.595141041666667
gmu-35-50,1919,1920,Affine FR,OPTIMAL,1915,0.997395833333333,1,0.020048375,0.267896916666667,0.287945291666667
gmu-35-50,1919,1920,Partial FR (D),OPTIMAL,1920,1,0,0.656698291666667,0.00509766666666667,0.661795958333333
gmu-35-50,1919,1920,Partial FR (DD),OPTIMAL,1920,1,0,0.640671541666667,0.004953375,0.645624916666667
mtest4ma,1950,1951,Affine FR,OPTIMAL,1852,0.949256791389031,1,0.021425875,0.243749125,0.265175
mtest4ma,1950,1951,Partial FR (D),OPTIMAL,1951,1,0,0.678472166666667,0.005110875,0.683583041666667
mtest4ma,1950,1951,Partial FR (DD),OPTIMAL,1951,1,0,0.691540583333333,0.00499425,0.696534833333333
gsvm2rl11,2001,2002,Affine FR,OPTIMAL,2002,1,0,0.179215916666667,0.01200675,0.191222666666667
gsvm2rl11,2001,2002,Partial FR (D),OPTIMAL,2002,1,0,0.741689333333333,0.005978875,0.747668208333333
gsvm2rl11,2001,2002,Partial FR (DD),OPTIMAL,2002,1,0,0.740100208333333,0.00566941666666667,0.745769625
gsvm2rl12,2001,2002,Affine FR,OPTIMAL,2002,1,0,0.173627625,0.00555820833333333,0.179185833333333
gsvm2rl12,2001,2002,Partial FR (D),OPTIMAL,2002,1,0,0.731747125,0.00498841666666667,0.736735541666667
gsvm2rl12,2001,2002,Partial FR (DD),OPTIMAL,2002,1,0,0.727072,0.00515504166666667,0.732227041666667
neos-5182409-nasivi,2005,2006,Affine FR,OPTIMAL,1742,0.86839481555334,1,0.027697125,0.300941041666667,0.328638166666667
neos-5182409-nasivi,2005,2006,Partial FR (D),OPTIMAL,2006,1,0,0.738282416666667,0.00600716666666667,0.744289583333333
neos-5182409-nasivi,2005,2006,Partial FR (DD),OPTIMAL,2006,1,0,0.74981175,0.005974875,0.755786625
opm2-z7-s8,2023,2024,Affine FR,OPTIMAL,2024,1,0,0.0600523333333333,0.01363,0.0736823333333333
opm2-z7-s8,2023,2024,Partial FR (D),OPTIMAL,2024,1,0,0.752552875,0.00569666666666667,0.758249541666667
opm2-z7-s8,2023,2024,Partial FR (DD),OPTIMAL,2024,1,0,0.755680458333333,0.00597758333333333,0.761658041666667
10teams,2025,2026,Affine FR,OPTIMAL,1459,0.720138203356367,1,0.0360900416666667,0.339093208333333,0.37518325
10teams,2025,2026,Partial FR (D),OPTIMAL,1826,0.901283316880553,1,1.12625241666667,0.303360708333333,1.429613125
10teams,2025,2026,Partial FR (DD),OPTIMAL,1826,0.901283316880553,1,1.18008679166667,0.290177833333333,1.470264625
sorrell8,2046,2047,Affine FR,OPTIMAL,2047,1,0,0.02403025,0.013825625,0.037855875
sorrell8,2046,2047,Partial FR (D),OPTIMAL,2047,1,0,0.687218916666667,0.00541841666666667,0.692637333333333
sorrell8,2046,2047,Partial FR (DD),OPTIMAL,2047,1,0,0.6915325,0.005445875,0.696978375
sorrell4,2048,2049,Affine FR,OPTIMAL,2049,1,0,0.589848375,0.012583125,0.6024315
sorrell4,2048,2049,Partial FR (D),OPTIMAL,2049,1,0,1.03909866666667,0.00652083333333333,1.0456195
sorrell4,2048,2049,Partial FR (DD),OPTIMAL,2049,1,0,1.05691091666667,0.00662091666666667,1.06353183333333
sorrell7,2048,2049,Affine FR,OPTIMAL,2049,1,0,0.0806875833333333,0.00710608333333333,0.0877936666666667
sorrell7,2048,2049,Partial FR (D),OPTIMAL,2049,1,0,0.745366583333333,0.00590670833333333,0.751273291666667
sorrell7,2048,2049,Partial FR (DD),OPTIMAL,2049,1,0,0.744153333333333,0.00637483333333333,0.750528166666667
dg012142,2080,2081,Affine FR,OPTIMAL,1401,0.673234022104757,1,0.028268125,0.293016625,0.32128475
dg012142,2080,2081,Partial FR (D),OPTIMAL,2081,1,0,0.735767125,0.00584270833333333,0.741609833333333
dg012142,2080,2081,Partial FR (DD),OPTIMAL,2041,0.980778471888515,1,1.93731604166667,0.278595,2.21591104166667
neos2,2101,2102,Affine FR,OPTIMAL,2059,0.979543292102759,1,0.0824175416666667,0.321868916666667,0.404286458333333
neos2,2101,2102,Partial FR (D),OPTIMAL,2102,1,0,0.782136958333333,0.00615320833333333,0.788290166666667
neos2,2101,2102,Partial FR (DD),OPTIMAL,2102,1,0,0.757436291666667,0.006668875,0.764105166666667
cvs16r70-62,2112,2113,Affine FR,OPTIMAL,2113,1,0,0.0111239166666667,0.0146039166666667,0.0257278333333333
cvs16r70-62,2112,2113,Partial FR (D),OPTIMAL,2113,1,0,0.724489083333333,0.00570504166666667,0.730194125
cvs16r70-62,2112,2113,Partial FR (DD),OPTIMAL,2113,1,0,0.740127208333333,0.00616241666666667,0.746289625
neos-585467,2116,2117,Affine FR,OPTIMAL,855,0.403873405762872,1,0.053534,0.326442875,0.379976875
neos-585467,2116,2117,Partial FR (D),OPTIMAL,2117,1,0,0.824726416666667,0.00565808333333333,0.8303845
neos-585467,2116,2117,Partial FR (DD),OPTIMAL,2117,1,0,0.857896791666667,0.00602595833333333,0.86392275
graph20-20-1rand,2183,2184,Affine FR,OPTIMAL,1925,0.881410256410256,1,0.02996025,0.34804775,0.378008
graph20-20-1rand,2183,2184,Partial FR (D),OPTIMAL,2147,0.983058608058608,1,0.840817625,0.01760975,0.858427375
graph20-20-1rand,2183,2184,Partial FR (DD),OPTIMAL,2147,0.983058608058608,1,0.826911458333333,0.0143371666666667,0.841248625
ramos3,2187,2188,Affine FR,OPTIMAL,2188,1,0,1.29449504166667,0.018671125,1.31316616666667
ramos3,2187,2188,Partial FR (D),OPTIMAL,2188,1,0,0.859686666666667,0.00721320833333333,0.866899875
ramos3,2187,2188,Partial FR (DD),OPTIMAL,2188,1,0,0.863511791666667,0.006433375,0.869945166666667
neos-4477313-unzha,2193,2194,Affine FR,OPTIMAL,2052,0.935278030993619,1,0.019763125,0.371946833333333,0.391709958333333
neos-4477313-unzha,2193,2194,Partial FR (D),OPTIMAL,2194,1,0,0.820982458333333,0.00625191666666667,0.827234375
neos-4477313-unzha,2193,2194,Partial FR (DD),OPTIMAL,2194,1,0,0.826096125,0.00788108333333333,0.833977208333333
neos-2328163-agri,2236,2237,Affine FR,OPTIMAL,2160,0.965578900312919,1,0.0307039166666667,0.354957083333333,0.385661
neos-2328163-agri,2236,2237,Partial FR (D),OPTIMAL,2237,1,0,1.03281583333333,0.00635833333333333,1.03917416666667
